Ticker,Company
002815.SZ,"Suntak Technology Co.,Ltd."
000543.SZ,An Hui Wenergy Company Limited
000591.SZ,"CECEP Solar Energy Co.,Ltd."
300179.SZ,"SF Diamond Co.,Ltd"
000628.SZ,"ChengDu Hi-Tech Development Co., Ltd."
000685.SZ,"Zhongshan Public Utilities Group Co.,Ltd"
002145.SZ,"Tinergy Chemical Co., Ltd."
300593.SZ,"Beijing Relpow Technology Co., Ltd"
002745.SZ,"MLS Co., Ltd."
300146.SZ,"Byhealth Co., Ltd"
300718.SZ,"Zhejiang Changsheng Sliding Bearings Co., Ltd."
300364.SZ,"COL Group Co.,Ltd."
301029.SZ,"Dongguan Yiheda Automation Co., Ltd"
300761.SZ,"Jiangsu Lihua Foods Group Co., Ltd"
000581.SZ,"Weifu High-Technology Group Co., Ltd."
200581.SZ,"Weifu High-Technology Group Co., Ltd."
002249.SZ,"Zhongshan Broad-Ocean Motor Co., Ltd."
002249.SZ,"Zhongshan Broad-Ocean Motor Co., Ltd."
002958.SZ,"Qingdao Rural Commercial Bank Co., Ltd."
000528.SZ,"Guangxi Liugong Machinery Co., Ltd."
301362.SZ,"Up-shine Lighting Co., Limited"
002439.SZ,Venustech Group Inc.
301316.SZ,"Hydsoft Technology Co.,Ltd."
300735.SZ,"DBG Technology Co., Ltd."
000050.SZ,"Tianma Microelectronics Co., Ltd."
300102.SZ,"Xiamen Changelight Co., Ltd."
301093.SZ,"Jiangsu Hualan New Pharmaceutical Material Co.,Ltd."
002792.SZ,Tongyu Communication Inc.
001213.SZ,"China Railway Special Cargo Logistics Co., Ltd."
301128.SZ,"ShenZhen QiangRui Precision Technology Co., Ltd."
002947.SZ,"Suzhou Hengmingda Electronic Technology Co., Ltd."
002563.SZ,"Zhejiang Semir Garment Co., Ltd."
000563.SZ,"Shaanxi International Trust Co.,Ltd."
301039.SZ,"CIMC Vehicles (Group) Co., Ltd."
002171.SZ,"Anhui Truchum Advanced Materials and Technology Co., Ltd."
000537.SZ,"Green Development Electricity Group of Tianjin Co., Ltd."
000766.SZ,"Tonghua Golden-Horse Pharmaceutical Industry Co,Ltd"
300002.SZ,"Beijing Ultrapower Software Co., Ltd."
002506.SZ,"GCL System Integration Technology Co., Ltd."
301389.SZ,"Long Young Electronic (Kunshan) Co., Ltd."
300319.SZ,"Shenzhen Microgate Technology Co., Ltd."
300676.SZ,"BGI Genomics Co., Ltd."
002312.SZ,"Sichuan Development Lomon Co.,Ltd."
300170.SZ,"HAND Enterprise Solutions Co., Ltd."
002539.SZ,"Chengdu Wintrue Holding Co., Ltd."
000682.SZ,"Dongfang Electronics Co., Ltd."
002508.SZ,"Hangzhou Robam Appliances Co., Ltd."
300302.SZ,"Toyou Feiji Electronics Co., Ltd."
301498.SZ,"Gambol Pet Group Co., Ltd."
002290.SZ,"Suzhou Hesheng Special Material Co., Ltd."
300638.SZ,Fibocom Wireless Inc.
002048.SZ,"Ningbo Huaxiang Electronic Co., Ltd."
002583.SZ,Hytera Communications Corporation Limited
300144.SZ,"Songcheng Performance Development Co.,Ltd"
002151.SZ,"Beijing BDStar Navigation Co., Ltd."
000680.SZ,"Shantui Construction Machinery Co., Ltd."
000927.SZ,China Railway Materials Company Limited
001221.SZ,"Higold Group Co., LTD."
002827.SZ,"Xizang Gaozheng Civil Explosives Co., Ltd."
300613.SZ,"Shanghai Fullhan Microelectronics Co., Ltd."
002176.SZ,"Jiangxi Special Electric Motor Co.,Ltd"
002408.SZ,"Zibo Qixiang Tengda Chemical Co., Ltd"
300436.SZ,"Fujian Cosunter Pharmaceutical Co., Ltd."
002081.SZ,"Suzhou Gold Mantis Construction Decoration Co., Ltd."
300601.SZ,"Shenzhen Kangtai Biological Products Co., Ltd."
300469.SZ,Transportation Telecommunication & Information Development Inc.Ltd.Zhejiang
300253.SZ,"Winning Health Technology Group Co., Ltd."
002405.SZ,"SeeWay.ai Co., Ltd."
002158.SZ,"Shanghai Hanbell Precise Machinery Co., Ltd."
300139.SZ,"Beijing XIAOCHENG Technology Stock Co., Ltd"
301086.SZ,Shenzhen hongfuhan Technology Co. Ltd.
002929.SZ,"Runjian Co., Ltd."
300166.SZ,Business-intelligence of Oriental Nations Corporation Ltd.
002984.SZ,"Qingdao Sentury Tire Co., Ltd."
300077.SZ,Nsing Technologies Inc.
300009.SZ,"Anhui Anke Biotechnology (Group) Co., Ltd."
301599.SZ,"Wuxi Rich Intelligent Equipment Co., Ltd."
000970.SZ,"Beijing Zhong Ke San Huan High-Tech Co., Ltd."
000778.SZ,"Xinxing Ductile Iron Pipes Co., Ltd."
301071.SZ,"Henan Liliang Diamond Co., Ltd."
002320.SZ,"Hainan Strait Shipping Co.,Ltd."
300827.SZ,"Sineng Electric Co.,Ltd."
301603.SZ,"JirFine Intelligent Equipment Co., Ltd."
301292.SZ,"Shandong Hi-tech Spring Material Technology Co., Ltd."
300720.SZ,"Guangdong High Dream Intellectualized Machinery Co., Ltd."
002410.SZ,Glodon Company Limited
301080.SZ,"Acrobiosystems Co.,Ltd."
000600.SZ,"HCIG Energy Investment Co., Ltd."
000069.SZ,"Shenzhen Overseas Chinese Town Co.,Ltd."
002911.SZ,"Foran Energy Group Co., Ltd."
300573.SZ,"Shenyang Xingqi Pharmaceutical Co.,Ltd."
301338.SZ,"GKG Precision Machine Co., Ltd."
001369.SZ,"Inner Mongolia Shuangxin Environmental Protection Materials Co., Ltd."
002936.SZ,"Bank of Zhengzhou Co., Ltd."
301196.SZ,"Xiamen Voke Mold & Plastic Engineering Co., Ltd."
002385.SZ,"Beijing Dabeinong Technology Group Co.,Ltd."
300201.SZ,"Xuzhou Handler Special Vehicle Co., Ltd."
301095.SZ,Semitronix Corporation
000966.SZ,"CHN Energy Changyuan Electric Power Co.,Ltd."
000785.SZ,Easyhome New Retail Group Corporation Limited
300409.SZ,"Guangdong Dowstone Technology Co., Ltd."
002645.SZ,"Jiangsu Huahong Technology Co., Ltd."
002310.SZ,"Beijing Orient EcoEnergy Co., Ltd."
300660.SZ,"Jiangsu Leili Motor Co., Ltd"
300655.SZ,"Crystal Clear Electronic Material Co.,Ltd"
002250.SZ,"Lianhe Chemical Technology Co.,Ltd."
002690.SZ,Hefei Meyer Optoelectronic Technology Inc.
000552.SZ,"Gansu Energy Chemical Co., Ltd."
002906.SZ,Foryou Corporation
300990.SZ,"Sanhe Tongfei Refrigeration Co., Ltd."
301031.SZ,"Xi'an Sinofuse Electric Co., Ltd."
002440.SZ,"Zhejiang Runtu Co., Ltd."
002779.SZ,"Zhejiang Zhongjian Technology Co.,Ltd"
300296.SZ,"Leyard Optoelectronic Co., Ltd."
000672.SZ,"Gansu Shangfeng Materials Co., Ltd."
300957.SZ,Yunnan Botanee Bio-Technology Group Co.LTD
002655.SZ,"Gettop Acoustic Co., Ltd."
002399.SZ,"Shenzhen Hepalink Pharmaceutical Group Co., Ltd."
000070.SZ,"Shenzhen SDG Information Co., Ltd."
300457.SZ,"Shenzhen Yinghe Technology Co., Ltd"
002832.SZ,"BIEM.L.FDLKK Garment Co.,Ltd."
300093.SZ,"Gansu Golden Solar Co., Ltd"
002969.SZ,"Jiamei Food Packaging (Chuzhou) Co.,Ltd"
003018.SZ,"JinFu Technology Co., Ltd."
000156.SZ,"Wasu Media Holding Co.,Ltd"
301669.SZ,"Hangzhou Gold Electronic Equipment Co., Ltd."
000410.SZ,"Shenyang Machine Tool Co., Ltd."
002647.SZ,"Rendong Holdings Co., Ltd."
002372.SZ,"Zhejiang Weixing New Building Materials Co., Ltd."
002541.SZ,"Anhui Honglu Steel Construction (Group) Co., Ltd."
301682.SZ,"Chengdu Hongming Electronics Co., Ltd."
300184.SZ,"Wuhan P&S Information Technology Co., Ltd."
000422.SZ,"Hubei Yihua Chemical Industry Co., Ltd."
301267.SZ,"Huaxia Eye Hospital Group Co.,Ltd."
000905.SZ,"Xiamen Port Development Co., Ltd."
000089.SZ,"Shenzhen Airport Co., Ltd."
300342.SZ,"Changshu Tianyin Electromechanical Co.,Ltd"
000612.SZ,"JiaoZuo WanFang Aluminum Manufacturing Co., Ltd"
002226.SZ,"Anhui Jiangnan Chemical Industry Co.,Ltd."
300855.SZ,"Jiangsu ToLand Alloy Co.,Ltd"
000656.SZ,"Jinke Property Group Co., Ltd."
301529.SZ,"WuHu Foresight Technology Co.,Ltd."
301005.SZ,"Essence Fastening Systems (Shanghai) Co., Ltd."
002010.SZ,"Transfar Zhilian Co., Ltd."
002946.SZ,"New Hope Dairy Co., Ltd."
301655.SZ,"Suzhou Lvkon Transmission Technology Co., Ltd."
301369.SZ,"PowerTECH Co., Ltd."
301363.SZ,MeHow Innovative Ltd.
301500.SZ,"Guangdong Feinan Resources Recycling Co., Ltd"
002507.SZ,"Chongqing Fuling Zhacai Group Co., Ltd."
301047.SZ,"Sino Biological,Inc."
002003.SZ,"Zhejiang Weixing Industrial Development Co., Ltd."
002366.SZ,"RongFa Nuclear Equipment Co., Ltd."
000998.SZ,"Yuan Long Ping High-Tech Agriculture Co., Ltd."
300182.SZ,"Beijing Jetsen Technology Co., Ltd"
300133.SZ,"Zhejiang Huace Film & TV Co., Ltd."
301489.SZ,"GuangDong Suqun New Material Co.,Ltd."
300769.SZ,"Shenzhen Dynanonic Co., Ltd"
301015.SZ,Qingdao Baheal Medical INC.
300428.SZ,"Lizhong Sitong Light Alloys Group Co., Ltd."
000592.SZ,Zhongfu Straits (Pingtan) Development Company Limited
002607.SZ,"Offcn Education Technology Co., Ltd."
002167.SZ,"Guangdong Orient Zirconic Ind Sci & Tech Co.,Ltd"
002091.SZ,"Jiangsu Guotai International Group Co., Ltd."
300693.SZ,"Shenzhen Sinexcel Electric Co.,Ltd."
000799.SZ,"Jiugui Liquor Co., Ltd."
001308.SZ,"Shenzhen KTC Technology Co., Ltd."
001258.SZ,"Xinjiang Lixin Energy Co., LTD."
002534.SZ,"Xizi Clean Energy Equipment Manufacturing Co., Ltd."
300100.SZ,"Shuanglin Co., Ltd."
301150.SZ,Hubei Zhongyi Technology Inc.
300913.SZ,"Zhejiang Zhaolong Interconnect Technology Co.,Ltd."
300070.SZ,"Beijing Originwater Technology Co., Ltd."
301127.SZ,"Wuhan Tianyuan Group Co., Ltd."
300034.SZ,"Gaona Aero Material Co.,Ltd."
300455.SZ,"Beijing Aerospace Shenzhou Intelligent Equipment Technology Co., Ltd."
002896.SZ,"Ningbo ZhongDa Leader Intelligent Transmission Co., Ltd."
001227.SZ,"Bank of Lanzhou Co., Ltd."
002458.SZ,"Shandong Yisheng Livestock & Poultry Breeding Co., Ltd."
300459.SZ,"Zhejiang Jinke Tom Culture Industry Co., LTD."
200553.SZ,ADAMA Ltd.
301312.SZ,"Shenzhen iN-Cube Automation Co., Ltd."
300529.SZ,"Jafron Biomedical Co.,Ltd."
002978.SZ,"Sichuan Anning Iron and Titanium Co.,Ltd."
002698.SZ,"Harbin Boshi Automation Co., Ltd."
300468.SZ,"Shenzhen Forms Syntron Information Co.,Ltd."
300357.SZ,"Zhejiang Wolwo Bio-Pharmaceutical Co., Ltd."
300331.SZ,"SVG Tech Group Co.,Ltd."
000553.SZ,ADAMA Ltd.
002701.SZ,"ORG Technology Co., Ltd."
301589.SZ,"Xi'an NovaStar Tech Co., Ltd."
002182.SZ,"Baowu Magnesium Technology Co., Ltd."
002847.SZ,"YanKer shop Food Co.,Ltd"
000719.SZ,"Central China Land Media CO.,LTD"
002990.SZ,Maxvision Technology Corp.
000758.SZ,"China Nonferrous Metal Industry's Foreign Engineering and Construction Co.,Ltd."
002867.SZ,"Chow Tai Seng Jewellery Co., Ltd."
002643.SZ,"Valiant Co.,Ltd"
002842.SZ,"Guangdong Xianglu Tungsten Co., Ltd."
000061.SZ,"Shenzhen Agricultural Power Group Co.,Ltd"
002987.SZ,"Northking Information Technology Co., Ltd."
300969.SZ,"NINGBO HENGSHUAI Co., LTD."
000567.SZ,"Hainan Haide Capital Management Co., Ltd."
002060.SZ,"Guangdong Construction Engineering Group Co., Ltd."
002373.SZ,"China Transinfo Technology Co., Ltd"
300674.SZ,"Yusys Technologies Co., Ltd."
000949.SZ,"Xinxiang Chemical Fiber Co., Ltd."
000762.SZ,Xizang Mineral Development Co. LTD
300328.SZ,"Dongguan Eontec Co., Ltd."
300671.SZ,"Shenzhen Fine Made Electronics Group Co., Ltd."
002292.SZ,Alpha Group
300191.SZ,"Sino Geophysical Co., Ltd"
300820.SZ,"Sichuan Injet Electric Co., Ltd."
301238.SZ,"Jiangsu Ruitai New Energy Materials Co., Ltd."
002268.SZ,"CETC Cyberspace Security Technology Co., Ltd."
300480.SZ,"GL Tech Co.,Ltd"
002139.SZ,"Shenzhen Topband Co., Ltd."
002092.SZ,"Xinjiang Zhongtai Chemical Co., Ltd."
301291.SZ,"Guangdong Mingyang Electric Co.,Ltd."
002617.SZ,"Roshow Technology Co., Ltd."
002183.SZ,Eternal Asia Supply Chain Management Ltd.
002096.SZ,"Explosive Co., Ltd."
000801.SZ,"Sichuan Jiuzhou Electronic Co., Ltd."
002416.SZ,"Shenzhen Aisidi Co., Ltd."
002354.SZ,"Tianyu Digital Technology Group Co.,Ltd."
002755.SZ,"Beijing Aosaikang Pharmaceutical Co., Ltd."
000534.SZ,"Wedge Industrial Co.,Ltd."
301531.SZ,"Shandong Chunguang Technology Group Co., Ltd."
002654.SZ,"Shenzhen Mason Technologies Co.,Ltd"
300353.SZ,"Kyland Technology Co., Ltd."
300576.SZ,"Shenzhen RongDa Photosensitive Science & Technology Co., Ltd."
000065.SZ,NORINCO International Cooperation Ltd.
002838.SZ,"Shandong Dawn Polymer Co.,Ltd."
002174.SZ,"YOOZOO Interactive Co., Ltd."
300951.SZ,"Shenzhen Bsc Technology Co.,Ltd."
003043.SZ,"Suzhou Huaya Intelligence Technology Co., Ltd."
301571.SZ,"Teemsun Technology Co.,Ltd"
000028.SZ,China National Accord Medicines Corporation Ltd.
000697.SZ,"Ligeance Aerospace Technology Co.,Ltd."
002287.SZ,"Tibet Cheezheng Tibetan Medicine Co., Ltd."
301177.SZ,DR Corporation Limited
000908.SZ,"CSPC Hunan Jingfeng Pharmaceutical Co., Ltd."
300229.SZ,"TRS Information Technology Co., Ltd."
002741.SZ,"Guangdong Guanghua Sci-Tech Co., Ltd."
300382.SZ,"Suzhou SLAC Precision Equipment CO.,Ltd."
000048.SZ,"Shenzhen Kingkey Smart Agriculture Times Co.,Ltd"
200028.SZ,China National Accord Medicines Corporation Ltd.
300244.SZ,"Dian Diagnostics Group Co.,Ltd."
300775.SZ,"Xi'an Triangle Defense Co.,Ltd"
300049.SZ,"Inner Mongolia Furui Medical Science Co., Ltd."
002585.SZ,"Jiangsu Shuangxing Color Plastic New Materials Co., Ltd."
300171.SZ,"Tofflon Science and Technology Group Co., Ltd."
002703.SZ,Zhejiang Shibao Company Limited
301021.SZ,"Inno Laser Technology Co., Ltd."
002881.SZ,"MeiG Smart Technology Co., Ltd"
301371.SZ,"Harbin Fuerjia Technology Co., Ltd."
000681.SZ,"Visual China Group Co.,Ltd."
000815.SZ,"MCC Meili Cloud Computing Industry Investment Co., Ltd"
300446.SZ,"Aerospace Intelligent Manufacturing Technology Co., Ltd."
002031.SZ,Greatoo Intelligent Equipment Inc.
301665.SZ,"CAC Nantong Chemical Co., Ltd."
300130.SZ,XGD Inc.
002258.SZ,"Lier Chemical Co.,LTD."
002597.SZ,"Anhui Jinhe Industrial Co.,Ltd."
301510.SZ,"Googol Technology Co., Ltd."
002400.SZ,"Guangdong Advertising Group Co.,Ltd"
000810.SZ,"Skyworth Digital Co., Ltd."
301366.SZ,"Shenzhen Edadoc Technology Co.,Ltd."
300363.SZ,Porton Pharma Solutions Ltd.
300065.SZ,"Beijing Highlander Digital Technology Co., Ltd."
002217.SZ,"Holitech Technology Co., Ltd."
002531.SZ,"Titan Wind Energy (Suzhou) Co.,Ltd"
003036.SZ,"Zhejiang Taitan Co.,Ltd."
000035.SZ,China Tianying Inc.
002807.SZ,"Jiangsu Jiangyin Rural Commercial Bank Co.,LTD."
300118.SZ,"Risen Energy Co.,Ltd."
300861.SZ,Yangling Metron New Material Inc.
301307.SZ,Chongqing Millison Technologies INC.
301630.SZ,"Tongyu Advanced Materials (Guangdong) Co., LTD"
002170.SZ,"Shenzhen Batian Ecotypic Engineering Co., Ltd."
002246.SZ,"North Chemical Industries Co., Ltd."
002544.SZ,"Cetc Potevio Science&Technology Co.,Ltd."
300618.SZ,"Nanjing Hanrui Cobalt Co.,Ltd."
002718.SZ,"Zhejiang Youpon Integrated Ceiling Co.,Ltd."
301087.SZ,"Cofoe Medical Technology Co.,Ltd."
002011.SZ,"Zhejiang Dun'an Artificial Environment Co., Ltd"
300687.SZ,"Guangzhou Sie Consulting Co., Ltd."
002024.SZ,"Suning.com Co., Ltd."
000990.SZ,"Chengzhi Co., Ltd."
300725.SZ,"PharmaBlock Sciences (Nanjing), Inc."
300377.SZ,"Shenzhen Ysstech Info-Tech Co.,Ltd"
000550.SZ,"Jiangling Motors Corporation, Ltd."
200550.SZ,"Jiangling Motors Corporation, Ltd."
000901.SZ,"Aerospace Hi-Tech Holding Group Co., Ltd."
301678.SZ,HENGHUI Technology Corporation Limited
300185.SZ,"Tongyu Heavy Industry Co., Ltd."
002897.SZ,"Wenzhou Yihua Connector Co., Ltd."
002289.SZ,"Shenzhen Success Electronics Co., Ltd"
300113.SZ,"Hangzhou Shunwang Technology Co,Ltd"
300863.SZ,"Ningbo KBE Electrical Technology Co.,Ltd."
300868.SZ,"Shenzhen Jame Technology Corp., Ltd."
002839.SZ,"Jiangsu Zhangjiagang Rural Commercial Bank Co., Ltd"
301382.SZ,"Fengzhushou Co., Ltd."
000767.SZ,"Jinneng Holding Shanxi Electric Power Co.,LTD."
301373.SZ,"GuangZhou LingWe Technology Co., Ltd."
301207.SZ,Hualan Biological Vaccine Inc.
000839.SZ,"CITIC Guoan Information Industry Co., Ltd."
300315.SZ,"Ourpalm Co., Ltd."
301293.SZ,Sanbo Hospital Management Group Limited
000690.SZ,"Guangdong Baolihua New Energy Stock Co., Ltd."
300008.SZ,"Bestway Marine & Energy Technology Co.,Ltd"
301629.SZ,"Sidea Semiconductor Equipment (Shenzhen) Co., Ltd."
002706.SZ,"Shanghai Liangxin Electrical Co.,LTD."
002675.SZ,"Yantai Dongcheng Pharmaceutical Group Co.,Ltd."
002315.SZ,"Focus Technology Co., Ltd."
300224.SZ,"Yantai Zhenghai Magnetic Material Co., Ltd."
000099.SZ,"CITIC Offshore Helicopter Co., Ltd."
002020.SZ,"Zhejiang Jingxin Pharmaceutical Co., Ltd."
000880.SZ,"Weichai Heavy Machinery Co., Ltd."
000510.SZ,"Sichuan Xinjinlu Group Co., Ltd."
002348.SZ,"Goldlok Holdings(Guangdong) Co.,Ltd."
300376.SZ,"East Group Co.,Ltd"
000923.SZ,"HBIS Resources Co., Ltd."
002051.SZ,"China CAMC Engineering Co., Ltd."
000828.SZ,"Dongguan Development (Holdings) Co., Ltd."
002967.SZ,"GRG Metrology & Test Group Co., Ltd."
002043.SZ,"DeHua TB New Decoration Material Co.,Ltd"
002019.SZ,"Yifan Pharmaceutical Co., Ltd."
001393.SZ,"Beijing Victory Electric Co.,Ltd."
002216.SZ,"Sanquan Food Co., Ltd."
300263.SZ,"Longhua Technology Group Co.,Ltd."
002668.SZ,"Guangdong TCL Smart Home Appliances Co., Ltd."
002276.SZ,"Zhejiang Wanma Co., Ltd."
002922.SZ,"Eaglerise Electric & Electronic (China) Co., Ltd"
002254.SZ,"Tayho Advanced Materials Group Co., Ltd."
300204.SZ,"Staidson (Beijing) BioPharmaceuticals Co., Ltd."
000555.SZ,Digital China Information Service Group Company Ltd.
000837.SZ,"Qinchuan Machine Tool & Tool Group Share Co., Ltd."
300976.SZ,"Dongguan Tarry Electronics Co.,Ltd"
301109.SZ,"Hunan Junxin Environmental Protection Co., Ltd."
002063.SZ,YGSOFT Inc.
002993.SZ,"Dongguan Aohai Technology Co., Ltd."
300682.SZ,"Longshine Technology Group Co., Ltd."
000727.SZ,"TPV Technology Co., Ltd."
002626.SZ,Xiamen Kingdomway Group Company
300026.SZ,"Tianjin Chase Sun Pharmaceutical Co.,Ltd"
300910.SZ,"Xinxiang Richful Lube Additive Co.,Ltd."
002413.SZ,"Beijing LeiKe Defense Technology Co., Ltd."
300850.SZ,"Luoyang Xinqianglian Slewing Bearing Co., Ltd."
002338.SZ,"Changchun UP Optotech Co.,Ltd."
301216.SZ,"Wankai New Materials Co., Ltd."
002865.SZ,"Hainan Drinda New Energy Technology Co., Ltd."
301090.SZ,"China Resources Chemical Innovative Materials Co., Ltd."
301607.SZ,"Zhejiang EV-Tech Co.,Ltd."
002635.SZ,"Suzhou Anjie Technology Co., Ltd."
000403.SZ,"Pacific Shuanglin Bio-pharmacy Co., Ltd."
300007.SZ,Hanwei Electronics Group Corporation
000700.SZ,"Jiangnan Mould & Plastic Technology Co., Ltd."
002931.SZ,"Zhejiang Fenglong Electric Co., Ltd."
300486.SZ,"OMH SCIENCE Group Co., Ltd"
000917.SZ,"Hunan TV & Broadcast Intermediary Co., Ltd."
002100.SZ,TECON BIOLOGY Co.LTD
301563.SZ,"ICkey (Shanghai) Internet and Technology Co.,Ltd."
300790.SZ,"DongGuan YuTong Optical Technology Co.,Ltd."
002204.SZ,"Dalian Huarui Heavy Industry Group Co., LTD."
002297.SZ,"Hunan Boyun New Materials Co.,Ltd"
002251.SZ,"Better Life Commercial Chain Share Co.,Ltd"
301658.SZ,"Shenzhen SOFARSOLAR Co., Ltd."
002215.SZ,"Shenzhen Noposion Crop Science Co., Ltd."
002387.SZ,Visionox Technology Inc.
000536.SZ,"Hua Ying Technology (Group) Co.,Ltd."
300580.SZ,"Wuxi Best Precision Machinery Co., Ltd."
300595.SZ,Autek China Inc.
301232.SZ,"Finework (Hu Nan) New Energy Technology Co., Ltd"
002324.SZ,"Shanghai Pret Composites Co., Ltd."
300777.SZ,"Sinofibers Technology Co., Ltd."
000922.SZ,"Harbin Electric Corporation Jiamusi Electric Machine CO.,Ltd"
300181.SZ,"Zhejiang Jolly Pharmaceutical Co.,LTD"
300303.SZ,"Shenzhen Jufei Optoelectronics Co., Ltd."
300159.SZ,"Xinjiang Machinery Research Institute Co., Ltd."
002580.SZ,"Shandong Sacred Sun Power Sources Co.,Ltd"
301091.SZ,"Shenzhen Urban Transport Technology Group Co., Ltd."
002361.SZ,"Anhui Shenjian New Materials Co.,Ltd"
301566.SZ,"Dalian Dalicap Technology Co.,Ltd."
000795.SZ,"Innuovo Technology Co., Ltd."
002181.SZ,"Guangdong Guangzhou Daily Media Co., Ltd."
301263.SZ,"Guangdong Taienkang Pharmaceutical Co., Ltd."
002882.SZ,"Jinlongyu Group Co., Ltd."
002062.SZ,"Hongrun Construction Group Co., Ltd."
300909.SZ,"Shenzhen Hui Chuang Da Technology Co., Ltd."
300304.SZ,"Jiangsu Yunyi Electric Co.,Ltd."
002761.SZ,"Zhejiang Construction Investment Group Co.,Ltd"
002061.SZ,"Zhejiang Communications Technology Co., Ltd."
300499.SZ,"Guangzhou Goaland Energy Conservation Tech. Co., Ltd."
002283.SZ,"Tianrun Industry Technology Co., Ltd."
000006.SZ,"Shenzhen Zhenye (Group) Co.,Ltd."
002293.SZ,"Luolai Lifestyle Technology Co., Ltd."
000401.SZ,"BBMG Jidong Cement Group Co., Ltd"
300596.SZ,Rianlon Corporation
002017.SZ,Eastcompeace Technology Co.Ltd
300862.SZ,"Anhui Landun Photoelectron Co., Ltd."
002961.SZ,"Ruida Futures Co.,Ltd."
301099.SZ,"Shanghai Yct Electronics Group Co.,Ltd"
301061.SZ,MotoMotion China Corporation
000031.SZ,"Grandjoy Holdings Group Co., Ltd."
301458.SZ,"Juneway Electronic Technology Co., Ltd."
002041.SZ,"ShanDongDenghai Seeds Co.,Ltd"
002549.SZ,"Hunan Kaimeite Gases Co., Ltd."
000899.SZ,"Jiangxi Ganneng Co., Ltd."
002515.SZ,"Jinzi Ham Co.,Ltd."
301013.SZ,"Shenzhen Lihexing Co.,Ltd."
300483.SZ,"Sino Prima Gas Technology Co., Ltd."
300768.SZ,"Hangzhou DPtech Technologies Co.,Ltd."
301188.SZ,"Shandong Linuo Pharmaceutical Packaging Co., Ltd."
002169.SZ,"Guangzhou Zhiguang Electric Co.,Ltd."
000950.SZ,"C.Q. Pharmaceutical Holding Co., Ltd."
000823.SZ,"Guangdong Goworld Co., Ltd."
300420.SZ,"Jiangsu Wuyang Automation Control Technology Co., Ltd."
000516.SZ,Xi'an International Medical Investment Company Limited
301310.SZ,"Wuxi Xinhongye Wire & Cable Co., Ltd."
300846.SZ,"Capitalonline Data Service Co., Ltd."
000761.SZ,"Bengang Steel Plates Co., Ltd."
200761.SZ,"Bengang Steel Plates Co., Ltd."
300035.SZ,"Hunan Zhongke Electric Co., Ltd."
301381.SZ,"Sailvan Times Co., Ltd."
002083.SZ,"Sunvim Group Co.,Ltd"
000420.SZ,"Jilin Chemical Fibre Stock Co.,Ltd"
301421.SZ,"Nanjing Wavelength Opto-Electronic Science & Technology Co.,Ltd."
301584.SZ,"Shanghai C&D INNOSTIC Medical Technology Group Co., Ltd."
002713.SZ,"Dong Yi Ri Sheng Home Decoration Group Co.,Ltd."
002437.SZ,"HARBIN GLORIA PHARMACEUTICALS Co., LTD"
002937.SZ,"Ningbo Sunrise Elc Technology Co.,Ltd"
002557.SZ,"Chacha Food Company, Limited"
003010.SZ,"Guangzhou Ruoyuchen Technology Co.,Ltd."
001914.SZ,"China Merchants Property Operation & Service Co., Ltd."
002943.SZ,"Hunan Yujing Machinery Co.,Ltd"
000930.SZ,"COFCO Biotechnology Co., Ltd."
002639.SZ,"Fujian Snowman Group Co., Ltd."
002392.SZ,"Beijing Lier High-temperature Materials Co.,Ltd."
002426.SZ,"Suzhou Victory Precision Manufacture Co., Ltd."
002511.SZ,"C&S Paper Co.,Ltd"
002243.SZ,"Shenzhen Leaguer Co., Ltd."
301248.SZ,Nexwise Intelligence China Limited
300842.SZ,"Wuxi DK Electronic Materials Co.,Ltd."
002705.SZ,"Guangdong Xinbao Electrical Appliances Holdings Co., Ltd"
300005.SZ,"Toread Holdings Group Co., Ltd."
000049.SZ,"Shenzhen Desay Battery Technology Co., Ltd."
300415.SZ,"Yizumi Holdings Co., Ltd."
300497.SZ,"Jiangxi Fushine Pharmaceutical Co., Ltd."
301488.SZ,"Longhorn Auto Co., Ltd."
300938.SZ,"EMTEK (Shenzhen) Co., Ltd."
301078.SZ,"Kidswant Digital Technology Co., Ltd."
002588.SZ,"Stanley Agriculture Group Co.,Ltd."
002970.SZ,"Streamax Technology Co., Ltd."
002309.SZ,"Jiangsu Zhongli Group Co.,Ltd"
002891.SZ,"Yantai China Pet Foods Co., Ltd."
002960.SZ,"Jade Bird Fire Co., Ltd."
002004.SZ,"Huapont Life Sciences Co.,Ltd."
002351.SZ,"Edifier Technology Co., Ltd."
002277.SZ,"Hunan Friendship&Apollo Commercial Co.,Ltd."
300624.SZ,"Wondershare Technology Group Co., Ltd."
300109.SZ,Boai NKY Medical Holdings Ltd.
002221.SZ,"Oriental Energy Co., Ltd."
301251.SZ,"Jiangxi Welgao Electronics Co., Ltd."
301600.SZ,"Flaircomm Microelectronics, Inc."
300188.SZ,"SDIC Intelligence Information Technology Co., Ltd."
300031.SZ,"Wuxi Boton Technology Co., Ltd."
300276.SZ,"SanFeng Intelligent Equipment Group Co., Ltd."
301155.SZ,"Jiangsu Haili Wind Power Equipment Technology Co., Ltd."
301617.SZ,"Shandong Boyuan Pharmaceutical & Chemical Co., Ltd."
301662.SZ,"Ongoal Technology Co., Ltd."
002346.SZ,"Shanghai Zhezhong Group Co.,Ltd"
301209.SZ,"Longkou Union Chemical Co., Ltd."
